OCC_CLS,SQFEET,PROP_ADDR,PROP_CITY,E
Residential,988.9303,113 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,2225.078,875 NORTH 600 WEST,WEST BOUNTIFUL,
Residential,2472.346,1053 WEST 700 NORTH,WEST BOUNTIFUL,
Government,923.0037,771 SOUTH RED CEDAR WAY,WENDOVER,
Government,923.0033,781 SOUTH RED CEDAR WAY,WENDOVER,
Residential,1648.213,105 NORTH 100 EAST,BOUNTIFUL,
Government,923.0043,761 SOUTH RED CEDAR WAY,WENDOVER,
Government,1120.797,791 SOUTH RED CEDAR WAY,WENDOVER,
Residential,1977.866,920 NORTH NORTHERN HILLS CIRCLE,BOUNTIFUL,
Residential,791.1556,869 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2801.99,597 NORTH 1300 EAST,BOUNTIFUL,
Residential,2307.513,190 WEST 100 NORTH,BOUNTIFUL,
Residential,2225.092,1049 WEST 700 NORTH,WEST BOUNTIFUL,
Government,692.2491,581 SOUTH RED CEDAR WAY,WENDOVER,
Government,9493.748,629 SOUTH 6TH STREET,WENDOVER,
Residential,791.1501,951 NORTH 200 WEST,BOUNTIFUL,
Residential,2637.156,1309 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1813.052,368 NORTH 1225 EAST,BOUNTIFUL,
Government,923.0085,571 SOUTH RED CEDAR WAY,WENDOVER,
Residential,593.3667,111 NORTH 100 WEST,BOUNTIFUL,
Residential,3560.175,848 WEST HERITAGE POINTE LANE,WEST BOUNTIFUL,
Residential,2637.164,1093 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,2801.969,333 EAST 100 NORTH,BOUNTIFUL,
Residential,1269.139,650 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,3955.751,257 WEST 925 NORTH,BOUNTIFUL,
Residential,593.3596,1121 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1846.001,518 EAST 650 NORTH,BOUNTIFUL,
Residential,2637.156,895 NORTH NORTHERN HILLS CIRCLE,BOUNTIFUL,
Residential,922.9964,167 NORTH 1450 WEST,WEST BOUNTIFUL,
Commercial,1582.29,830 NORTH 500 WEST,BOUNTIFUL,
Residential,2142.687,377 NORTH 1225 EAST,BOUNTIFUL,
Residential,988.9247,1023 WEST PALOMINO WAY,WEST BOUNTIFUL,
Residential,791.1473,113 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,7614.794,868 NORTH 250 WEST,BOUNTIFUL,
Residential,2571.228,361 NORTH DAVIS BOULEVARD,BOUNTIFUL,
Commercial,890.0358,90 WEST 100 NORTH,BOUNTIFUL,
Residential,1153.747,841 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,3692.022,605 NORTH JESSI S MEADOW DRIVE,WEST BOUNTIFUL,
Residential,1846.007,635 NORTH 600 EAST,BOUNTIFUL,
Residential,3362.384,1175 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,1977.866,98 NORTH 800 EAST,BOUNTIFUL,
Residential,2472.347,1029 EAST 900 NORTH,BOUNTIFUL,
Commercial,7647.754,401 WEST 400 NORTH,BOUNTIFUL,
Commercial,791.142,,,
Residential,1846.003,945 EAST 350 NORTH,BOUNTIFUL,
Residential,2719.562,1366 EAST SKYLINE DRIVE,BOUNTIFUL,
Residential,1384.51,871 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,988.9288,20 NORTH BOUNTIFUL BOULEVARD,BOUNTIFUL,
Residential,1780.071,935 EAST 900 NORTH,BOUNTIFUL,
Commercial,988.9282,365 NORTH 200 WEST,BOUNTIFUL,
Residential,1681.177,788 EAST 650 NORTH,BOUNTIFUL,
Residential,1846.02,167 NORTH 1450 WEST,WEST BOUNTIFUL,
Residential,2356.974,621 NORTH 1100 EAST,BOUNTIFUL,
Government,1714.149,215 EAST SKYHAWK DRIVE,WENDOVER,
Government,922.9973,,,
Government,2637.158,211 EAST SKYHAWK DRIVE,WENDOVER,
Residential,1054.855,923 NORTH 200 WEST,BOUNTIFUL,
Residential,1483.404,860 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1977.881,935 EAST 350 NORTH,BOUNTIFUL,
Residential,2472.331,640 EAST 650 NORTH,BOUNTIFUL,
Residential,2670.146,1084 EAST NORTHERN HILLS DRIVE,BOUNTIFUL,
Commercial,593.3544,830 NORTH 500 WEST,BOUNTIFUL,
Residential,1582.283,96 WEST 100 NORTH,BOUNTIFUL,
Residential,593.3552,386 NORTH 800 EAST,BOUNTIFUL,
Residential,1582.292,933 EAST 75 NORTH,BOUNTIFUL,
Residential,1450.44,367 NORTH 350 WEST,BOUNTIFUL,
Residential,1648.222,730 EAST 650 NORTH,BOUNTIFUL,
Residential,1483.39,949 EAST 900 NORTH,BOUNTIFUL,
Residential,1483.404,125 EAST 100 NORTH,BOUNTIFUL,
Residential,2241.589,1088 WEST 850 NORTH,WEST BOUNTIFUL,
Residential,2472.328,380 NORTH 1000 EAST,BOUNTIFUL,
Residential,2801.977,678 EAST 650 NORTH,BOUNTIFUL,
Residential,923.0082,277 EAST 100 NORTH,BOUNTIFUL,
Residential,988.9178,746 EAST 650 NORTH,BOUNTIFUL,
Residential,2769.019,890 NORTH 275 WEST,BOUNTIFUL,
Commercial,3345.894,,,
Residential,922.9968,154 WEST 100 NORTH,BOUNTIFUL,
Residential,2373.432,923 EAST 350 NORTH,BOUNTIFUL,
Residential,1582.316,660 EAST 650 NORTH,BOUNTIFUL,
Residential,1499.874,633 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,593.3535,180 WEST 100 NORTH,BOUNTIFUL,
Commercial,4615.049,577 NORTH 200 WEST,BOUNTIFUL,
Residential,4647.98,1270 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,593.3583,415 WEST 400 NORTH,BOUNTIFUL,
Residential,593.3594,277 EAST 100 NORTH,BOUNTIFUL,
Commercial,4615.021,575 NORTH 200 WEST,BOUNTIFUL,
Residential,1582.282,38 WEST 900 NORTH,BOUNTIFUL,
Residential,3955.734,230 WEST CENTER STREET,BOUNTIFUL,
Residential,1846.021,50 WEST 900 NORTH,BOUNTIFUL,
Residential,3626.086,1051 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,4384.282,1311 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,659.2927,23 WEST 700 NORTH,BOUNTIFUL,
Residential,659.2897,92 NORTH SCOBIE ROAD,WENDOVER,
Residential,791.145,92 NORTH SCOBIE ROAD,WENDOVER,
Residential,593.3552,399 WEST 200 NORTH,BOUNTIFUL,
Residential,1087.817,92 NORTH SCOBIE ROAD,WENDOVER,
Residential,3461.247,1403 EAST NORTHRIDGE DRIVE,BOUNTIFUL,
Residential,2472.321,380 NORTH 1225 EAST,BOUNTIFUL,
Residential,2241.574,1039 WEST 700 NORTH,WEST BOUNTIFUL,
Residential,1582.287,174 WEST 100 NORTH,BOUNTIFUL,
Residential,2472.336,1360 EAST SKYLINE DRIVE,BOUNTIFUL,
Residential,1285.618,1088 WEST 850 NORTH,WEST BOUNTIFUL,
Residential,3856.843,1121 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1153.757,125 NORTH PEREGRINE LANE,BOUNTIFUL,
Residential,2999.784,642 EAST 400 NORTH,BOUNTIFUL,
Assembly,23569.59,540 NORTH 1200 EAST,BOUNTIFUL,
Residential,1582.295,824 WEST HERITAGE POINTE LANE,WEST BOUNTIFUL,
Commercial,4450.196,38 NORTH DAVIS BOULEVARD,BOUNTIFUL,
Residential,5307.262,1210 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,2076.763,652 NORTH 800 EAST,BOUNTIFUL,
Residential,2653.64,130 NORTH PEREGRINE LANE,BOUNTIFUL,
Residential,923.0173,647 NORTH 200 WEST,BOUNTIFUL,
Residential,791.1495,915 NORTH 600 WEST,WEST BOUNTIFUL,
Residential,1087.831,505 EAST 900 NORTH,BOUNTIFUL,
Residential,3296.428,1321 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1846.007,841 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1977.867,111 NORTH 400 EAST,BOUNTIFUL,
Residential,988.9301,1061 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1977.872,55 WEST 700 NORTH,BOUNTIFUL,
Residential,890.0456,85 NORTH DAVIS BOULEVARD,BOUNTIFUL,
Residential,3642.579,545 NORTH 900 EAST,BOUNTIFUL,
Residential,1813.045,911 NORTH 275 WEST,BOUNTIFUL,
Residential,2076.778,951 NORTH 200 WEST,BOUNTIFUL,
Government,9065.273,609 SOUTH 6TH STREET,WENDOVER,
Government,1054.859,541 SOUTH RED CEDAR WAY,WENDOVER,
Government,1186.733,532 SOUTH RED CEDAR WAY,WENDOVER,
Residential,2307.518,931 NORTH 1050 EAST,BOUNTIFUL,
Residential,2373.443,263 EAST 100 NORTH,BOUNTIFUL,
Residential,1318.582,675 NORTH 800 WEST,WEST BOUNTIFUL,
Government,527.4393,609 SOUTH 6TH STREET,WENDOVER,
Government,923.0009,531 SOUTH RED CEDAR WAY,WENDOVER,
Residential,1977.874,659 EAST 100 NORTH,BOUNTIFUL,
Residential,1054.867,,,
Government,1120.779,609 SOUTH 6TH STREET,WENDOVER,
Residential,1153.753,1270 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,2637.154,1225 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,692.2614,948 EAST 700 NORTH,BOUNTIFUL,
Residential,791.152,114 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,1846.013,933 NORTH 950 EAST,BOUNTIFUL,
Residential,3626.101,387 NORTH 1225 EAST,BOUNTIFUL,
Residential,692.2506,181 EAST 100 NORTH,BOUNTIFUL,
Residential,1054.852,187 EAST 650 NORTH,BOUNTIFUL,
Assembly,8900.383,,,
Residential,3164.587,666 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,593.3526,449 EAST 900 NORTH,BOUNTIFUL,
Residential,2769.002,470 EAST 400 NORTH,BOUNTIFUL,
Assembly,5043.572,480 EAST 150 NORTH,BOUNTIFUL,
Residential,2670.121,102 NORTH 900 EAST,BOUNTIFUL,
Residential,1384.506,647 NORTH 600 EAST,BOUNTIFUL,
Residential,527.4338,92 NORTH SCOBIE ROAD,WENDOVER,
Residential,3362.383,854 WEST HERITAGE POINTE LANE,WEST BOUNTIFUL,
Residential,2142.69,386 NORTH 800 EAST,BOUNTIFUL,
Residential,1582.288,110 NORTH 300 EAST,BOUNTIFUL,
Residential,494.4626,381 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1977.883,379 NORTH 350 WEST,BOUNTIFUL,
Residential,527.4332,15 WEST 700 NORTH,BOUNTIFUL,
Residential,3856.846,876 WEST HERITAGE POINTE LANE,WEST BOUNTIFUL,
Residential,1977.885,105 NORTH 750 EAST,BOUNTIFUL,
Residential,1977.866,885 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,1977.868,903 NORTH CHAPEL DRIVE,BOUNTIFUL,
Residential,2571.215,373 NORTH DAVIS BOULEVARD,BOUNTIFUL,
Residential,3082.196,650 NORTH 660 WEST,WEST BOUNTIFUL,
Commercial,1846.017,52 WEST 100 NORTH,BOUNTIFUL,
Residential,3428.315,655 NORTH JESSI S MEADOW DRIVE,WEST BOUNTIFUL,
Residential,3164.589,683 WEST 910 NORTH,WEST BOUNTIFUL,
Residential,461.5033,433 WEST 400 NORTH,BOUNTIFUL,
Residential,1269.124,105 NORTH 300 EAST,BOUNTIFUL,
Commercial,17059.07,390 NORTH 500 WEST,BOUNTIFUL,
Residential,2472.34,650 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,1153.747,830 NORTH JESSI S MEADOW DRIVE,WEST BOUNTIFUL,
Residential,3626.115,949 NORTH NORTHRIDGE DRIVE,BOUNTIFUL,
Residential,1928.431,223 EAST 100 NORTH,BOUNTIFUL,
Residential,3230.519,227 WEST 925 NORTH,BOUNTIFUL,
Residential,1977.861,945 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2472.327,386 NORTH 1000 EAST,BOUNTIFUL,
Residential,1153.76,650 NORTH 400 EAST,BOUNTIFUL,
Residential,4895.229,125 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,890.0298,650 NORTH 660 WEST,WEST BOUNTIFUL,
Government,1252.645,562 SOUTH RED CEDAR WAY,WENDOVER,
Residential,593.3637,741 WEST 845 NORTH,WEST BOUNTIFUL,
Residential,2637.168,235 WEST 400 NORTH,BOUNTIFUL,
Residential,2076.766,650 NORTH 1000 EAST,BOUNTIFUL,
Industrial,791.1478,114 NORTH 1100 WEST,WEST BOUNTIFUL,
Government,923.0219,561 SOUTH RED CEDAR WAY,WENDOVER,
Utility and Misc,4615.028,1007 EAST SKYHAWK DRIVE,WENDOVER,
Residential,3164.587,243 WEST 925 NORTH,BOUNTIFUL,
Residential,791.1531,1020 EAST 400 NORTH,BOUNTIFUL,
Residential,2373.444,955 EAST 75 NORTH,BOUNTIFUL,
Residential,1483.401,655 NORTH 1000 EAST,BOUNTIFUL,
Utility and Misc,4878.747,1007 EAST SKYHAWK DRIVE,WENDOVER,
Utility and Misc,4878.739,1007 EAST SKYHAWK DRIVE,WENDOVER,
Residential,3576.658,923 NORTH NORTHERN HILLS CIRCLE,BOUNTIFUL,
Residential,1977.878,114 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,1928.416,912 NORTH 275 WEST,BOUNTIFUL,
Residential,1977.882,380 NORTH 350 WEST,BOUNTIFUL,
Residential,988.9372,955 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,3955.733,639 NORTH 400 EAST,BOUNTIFUL,
Utility and Misc,4878.768,1007 EAST SKYHAWK DRIVE,WENDOVER,
Utility and Misc,4878.75,1007 EAST SKYHAWK DRIVE,WENDOVER,
Utility and Misc,4878.736,1007 EAST SKYHAWK DRIVE,WENDOVER,
Residential,2307.501,111 NORTH 100 WEST,BOUNTIFUL,
Government,988.942,552 SOUTH RED CEDAR WAY,WENDOVER,
Utility and Misc,4878.759,1007 EAST SKYHAWK DRIVE,WENDOVER,
Government,692.253,551 SOUTH RED CEDAR WAY,WENDOVER,
Residential,395.5723,920 NORTH 200 WEST,BOUNTIFUL,
Residential,791.1489,1257 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,4334.826,644 NORTH 900 EAST,BOUNTIFUL,
Commercial,6263.241,110 NORTH MAIN STREET,BOUNTIFUL,
Residential,2307.518,1150 EAST 600 NORTH,BOUNTIFUL,
Residential,2637.166,891 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,2637.147,932 NORTH NORTHRIDGE DRIVE,BOUNTIFUL,
Residential,593.3557,955 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,3263.493,945 EAST 75 NORTH,BOUNTIFUL,
Residential,593.3639,249 WEST 400 NORTH,BOUNTIFUL,
Residential,1846.001,74 WEST 100 NORTH,BOUNTIFUL,
Residential,890.0357,1151 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2225.104,1106 EAST 400 NORTH,BOUNTIFUL,
Residential,3576.649,641 NORTH 1100 EAST,BOUNTIFUL,
Residential,3362.369,877 NORTH 900 WEST,WEST BOUNTIFUL,
Residential,2538.281,871 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1582.309,693 EAST 650 NORTH,BOUNTIFUL,
Residential,1186.73,144 NORTH 300 EAST,BOUNTIFUL,
Residential,3362.359,1361 EAST SKYLINE DRIVE,BOUNTIFUL,
Residential,1318.578,915 NORTH CHAPEL DRIVE,BOUNTIFUL,
Residential,1615.257,381 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1977.871,620 EAST 400 NORTH,BOUNTIFUL,
Residential,923.011,125 NORTH 100 WEST,BOUNTIFUL,
Residential,3560.148,1090 EAST 400 NORTH,BOUNTIFUL,
Residential,1730.633,696 NORTH 975 WEST,WEST BOUNTIFUL,
Residential,1977.864,561 EAST 900 NORTH,BOUNTIFUL,
Commercial,11603.48,135 NORTH 500 WEST,WEST BOUNTIFUL,
Residential,1483.409,205 EAST 900 NORTH,BOUNTIFUL,
Residential,906.5175,283 WEST 400 NORTH,BOUNTIFUL,
Residential,1582.294,137 EAST 650 NORTH,BOUNTIFUL,
Residential,2505.295,781 EAST 650 NORTH,BOUNTIFUL,
Residential,1846.01,129 NORTH 800 EAST,BOUNTIFUL,
Residential,2076.761,135 EAST PEQUOP AVENUE,WENDOVER,
Residential,1285.628,133 EAST 900 NORTH,BOUNTIFUL,
Residential,791.1516,505 EAST 900 NORTH,BOUNTIFUL,
Residential,2241.583,955 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,445.0219,111 NORTH 100 WEST,BOUNTIFUL,
Residential,1714.158,380 NORTH 1100 WEST,WEST BOUNTIFUL,
Residential,1186.728,293 EAST 650 NORTH,BOUNTIFUL,
Residential,1450.44,145 EAST PEQUOP AVENUE,WENDOVER,
Commercial,1483.401,285 SOUTH 1ST STREET,WENDOVER,
Residential,2472.36,147 NORTH 200 EAST,BOUNTIFUL,
Residential,2472.348,924 NORTH 400 EAST,BOUNTIFUL,
Residential,560.4091,392 NORTH 900 EAST,BOUNTIFUL,
Residential,412.0525,664 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,1813.032,249 EAST 650 NORTH,BOUNTIFUL,
Residential,2785.504,138 NORTH 100 EAST,BOUNTIFUL,
Residential,1582.301,125 EAST 650 NORTH,BOUNTIFUL,
Residential,2505.316,325 EAST 900 NORTH,BOUNTIFUL,
Residential,2373.445,945 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2241.572,966 EAST 400 NORTH,BOUNTIFUL,
Residential,725.2155,131 NORTH 100 EAST,BOUNTIFUL,
Residential,1714.155,670 NORTH 400 EAST,BOUNTIFUL,
Residential,4071.103,755 WEST 845 NORTH,WEST BOUNTIFUL,
Industrial,4615.013,455 WEST 200 NORTH,BOUNTIFUL,
Residential,1054.856,145 EAST 900 NORTH,BOUNTIFUL,
Residential,1747.104,433 WEST 400 NORTH,BOUNTIFUL,
Residential,1384.493,135 NORTH 300 EAST,BOUNTIFUL,
Residential,1977.876,385 NORTH 700 EAST,BOUNTIFUL,
Residential,2225.111,615 EAST 650 NORTH,BOUNTIFUL,
Residential,2142.697,107 EAST 900 NORTH,BOUNTIFUL,
Residential,3494.22,453 WEST 200 NORTH,BOUNTIFUL,
Residential,2801.989,887 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,3131.635,903 NORTH 700 WEST,WEST BOUNTIFUL,
Residential,1450.439,827 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2801.969,675 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,3230.528,243 EAST 100 NORTH,BOUNTIFUL,
Residential,3230.505,1023 WEST PALOMINO WAY,WEST BOUNTIFUL,
Residential,5933.609,990 NORTH 500 WEST,BOUNTIFUL,
Residential,1285.631,934 EAST 400 NORTH,BOUNTIFUL,
Residential,2109.75,399 WEST 200 NORTH,BOUNTIFUL,
Residential,1582.283,1031 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1846.004,675 NORTH 600 EAST,BOUNTIFUL,
Government,1977.871,480 SOUTH 6TH STREET,WENDOVER,
Residential,1648.214,157 EAST 900 NORTH,BOUNTIFUL,
Residential,593.3643,95 EAST 900 NORTH,BOUNTIFUL,
Residential,494.4573,249 WEST 400 NORTH,BOUNTIFUL,
Commercial,14026.31,107 NORTH MAIN STREET,BOUNTIFUL,
Residential,2109.742,391 NORTH 1000 EAST,BOUNTIFUL,
Residential,1318.571,305 EAST 650 NORTH,BOUNTIFUL,
Residential,1714.154,1001 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2900.885,1031 WEST 700 NORTH,WEST BOUNTIFUL,
Commercial,1038.375,347 SOUTH 1ST STREET,WENDOVER,
Residential,2109.72,930 NORTH 950 EAST,BOUNTIFUL,
Residential,2241.593,535 EAST 650 NORTH,BOUNTIFUL,
Residential,2472.326,97 NORTH 1050 EAST,BOUNTIFUL,
Residential,543.9044,931 NORTH 1000 EAST,BOUNTIFUL,
Residential,3823.874,1187 WEST 400 NORTH,WEST BOUNTIFUL,
Assembly,10054.15,480 EAST 150 NORTH,BOUNTIFUL,
Residential,2966.807,680 EAST 400 NORTH,BOUNTIFUL,
Residential,1054.874,966 EAST 700 NORTH,BOUNTIFUL,
Residential,1153.755,627 EAST 900 NORTH,BOUNTIFUL,
Residential,2076.741,1253 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2225.1,309 WEST 400 NORTH,BOUNTIFUL,
Education,3659.03,666 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1846.01,915 NORTH 325 WEST,BOUNTIFUL,
Residential,13334.2,167 NORTH 1450 WEST,WEST BOUNTIFUL,
Residential,2241.589,541 EAST 900 NORTH,BOUNTIFUL,
Assembly,14784.52,388 NORTH 400 EAST,BOUNTIFUL,
Residential,1450.431,117 WEST 700 NORTH,BOUNTIFUL,
Residential,1186.729,221 EAST 650 NORTH,BOUNTIFUL,
Utility and Misc,4483.148,1048 EAST 500 SOUTH,WENDOVER,
Utility and Misc,1153.756,1048 EAST 500 SOUTH,WENDOVER,
Residential,2801.979,683 EAST 100 NORTH,BOUNTIFUL,
Residential,1186.74,925 NORTH 660 WEST,WEST BOUNTIFUL,
Residential,2472.343,1023 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1582.299,635 EAST 650 NORTH,BOUNTIFUL,
Residential,2653.641,124 NORTH 750 EAST,BOUNTIFUL,
Residential,923.003,161 EAST 650 NORTH,BOUNTIFUL,
Residential,1054.862,297 EAST 900 NORTH,BOUNTIFUL,
Residential,1780.075,1120 EAST 400 NORTH,BOUNTIFUL,
Residential,3461.278,345 EAST 100 NORTH,BOUNTIFUL,
Residential,2472.329,536 EAST 400 NORTH,BOUNTIFUL,
Residential,2175.66,111 WEST 700 NORTH,BOUNTIFUL,
Residential,2340.483,930 NORTH 650 EAST,BOUNTIFUL,
Residential,3362.357,131 NORTH 650 EAST,BOUNTIFUL,
Residential,1186.729,917 NORTH 600 EAST,BOUNTIFUL,
Residential,1631.74,514 EAST 400 NORTH,BOUNTIFUL,
Residential,1054.845,207 EAST 650 NORTH,BOUNTIFUL,
Commercial,5175.421,347 SOUTH 1ST STREET,WENDOVER,
Residential,2801.99,697 EAST 100 NORTH,BOUNTIFUL,
Residential,1038.381,243 EAST 900 NORTH,BOUNTIFUL,
Residential,3477.751,386 NORTH 600 EAST,BOUNTIFUL,
Residential,1318.585,265 EAST 650 NORTH,BOUNTIFUL,
Residential,791.1564,74 WEST 100 NORTH,BOUNTIFUL,
Residential,1846.003,235 EAST 650 NORTH,BOUNTIFUL,
Residential,395.5765,887 NORTH 800 WEST,WEST BOUNTIFUL,
Residential,1153.756,211 EAST 900 NORTH,BOUNTIFUL,
Residential,2966.794,580 EAST 400 NORTH,BOUNTIFUL,
Government,791.1494,100 NORTH 1300 EAST,BOUNTIFUL,
Residential,2225.096,855 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1054.852,325 EAST 650 NORTH,BOUNTIFUL,
Residential,4219.445,441 WEST 200 NORTH,BOUNTIFUL,
Residential,1335.062,195 EAST 650 NORTH,BOUNTIFUL,
Residential,1153.764,920 NORTH 200 WEST,BOUNTIFUL,
Residential,1285.612,910 NORTH HOWARD STREET,WEST BOUNTIFUL,
Residential,2966.79,558 EAST 400 NORTH,BOUNTIFUL,
Commercial,1087.834,144 NORTH 100 WEST,BOUNTIFUL,
Residential,1483.403,883 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1318.572,279 EAST 650 NORTH,BOUNTIFUL,
Residential,2472.327,855 NORTH JESSI S MEADOW DRIVE,WEST BOUNTIFUL,
Residential,2637.164,142 NORTH 200 WEST,BOUNTIFUL,
Residential,593.3632,493 EAST 900 NORTH,BOUNTIFUL,
Residential,923.0074,897 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2307.51,680 NORTH 550 EAST,BOUNTIFUL,
Residential,4153.512,130 NORTH 600 EAST,BOUNTIFUL,
Residential,2109.719,630 WEST 900 NORTH,WEST BOUNTIFUL,
Residential,3461.278,833 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,1977.858,131 NORTH 100 EAST,BOUNTIFUL,
Residential,2307.504,756 EAST 400 NORTH,BOUNTIFUL,
Residential,1780.086,652 NORTH MAIN STREET,BOUNTIFUL,
Residential,1714.158,149 EAST 650 NORTH,BOUNTIFUL,
Government,791.1382,,,
Government,2109.711,480 SOUTH 6TH STREET,WENDOVER,
Residential,593.3629,95 EAST 900 NORTH,BOUNTIFUL,
Residential,1186.733,140 NORTH 200 EAST,BOUNTIFUL,
Residential,1186.715,923 NORTH 400 EAST,BOUNTIFUL,
Residential,1730.645,388 NORTH 700 EAST,BOUNTIFUL,
Residential,1994.358,39 WEST 700 NORTH,BOUNTIFUL,
Residential,4746.846,741 WEST 845 NORTH,WEST BOUNTIFUL,
Residential,445.0199,550 EAST 200 NORTH,BOUNTIFUL,
Residential,2175.647,647 EAST 900 NORTH,BOUNTIFUL,
Residential,1186.714,392 NORTH 350 WEST,BOUNTIFUL,
Residential,2142.692,49 WEST 700 NORTH,BOUNTIFUL,
Residential,3444.787,1204 WEST MILLBRIDGE LANE,WEST BOUNTIFUL,
Residential,1087.826,55 WEST 700 NORTH,BOUNTIFUL,
Residential,5933.575,865 WEST HERITAGE POINTE CIRCLE,WEST BOUNTIFUL,
Residential,1054.861,235 PEQUOP AVENUE,WENDOVER,
Residential,593.3594,935 NORTH 400 EAST,BOUNTIFUL,
Residential,3164.595,387 NORTH DAVIS BOULEVARD,BOUNTIFUL,
Residential,1648.222,223 EAST 900 NORTH,BOUNTIFUL,
Residential,1846.006,137 NORTH 750 EAST,BOUNTIFUL,
Residential,1582.288,767 EAST 650 NORTH,BOUNTIFUL,
Residential,1977.882,255 WEST 200 NORTH,BOUNTIFUL,
Residential,2571.217,650 NORTH 1100 EAST,BOUNTIFUL,
Residential,3757.944,1220 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,1977.847,869 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,2373.434,817 WEST 400 NORTH,WEST BOUNTIFUL,
Residential,3955.744,1260 WEST JESSI S MEADOW WAY,WEST BOUNTIFUL,
Residential,2637.144,154 NORTH TIERRA VISTA COURT,BOUNTIFUL,
Residential,4384.269,521 EAST 900 NORTH,BOUNTIFUL,
Residential,593.3582,390 NORTH 1000 EAST,BOUNTIFUL,
Residential,1318.573,155 NORTH PEREGRINE LANE,BOUNTIFUL,
Residential,1846.006,910 NORTH 600 WEST,WEST BOUNTIFUL,
Residential,659.2931,257 WEST 400 NORTH,BOUNTIFUL,
Residential,2900.882,723 EAST 100 NORTH,BOUNTIFUL,
Residential,1977.873,976 EAST 400 NORTH,BOUNTIFUL,
Residential,2472.34,23 WEST 700 NORTH,BOUNTIFUL,
Residential,3461.26,481 EAST 900 NORTH,BOUNTIFUL,
Residential,2801.996,136 NORTH 900 EAST,BOUNTIFUL,
Residential,2109.746,281 EAST 900 NORTH,BOUNTIFUL,
Residential,1977.852,944 EAST 400 NORTH,BOUNTIFUL,
Residential,4746.898,650 NORTH JESSI S MEADOW DRIVE,WEST BOUNTIFUL,
Residential,725.2115,,,
Residential,1780.066,103 NORTH DAVIS BOULEVARD,BOUNTIFUL,
Residential,2472.339,670 NORTH 900 EAST,BOUNTIFUL,
Commercial,1730.626,285 SOUTH 1ST STREET,WENDOVER,
Residential,2373.432,263 EAST 900 NORTH,BOUNTIFUL,
Residential,988.9338,415 WEST 400 NORTH,BOUNTIFUL,
Residential,3807.41,180 NORTH 1300 EAST,BOUNTIFUL,
Residential,5636.933,1280 EAST 400 NORTH,BOUNTIFUL,
